vinst,v,i,n,s,t
vinyl,v,i,n,y,l
vippa,v,i,p,p,a
virar,v,i,r,a,r
viril,v,i,r,i,l
virke,v,i,r,k,e
virus,v,i,r,u,s
visar,v,i,s,a,r
visit,v,i,s,i,t
visso,v,i,s,s,o
visst,v,i,s,s,t
visum,v,i,s,u,m
vital,v,i,t,a,l
vivre,v,i,v,r,e
vivör,v,i,v,ö,r
vokal,v,o,k,a,l
volym,v,o,l,y,m
vovve,v,o,v,v,e
vrede,v,r,e,d,e
vrist,v,r,i,s,t
vrång,v,r,å,n,g
vuxen,v,u,x,e,n
vuxit,v,u,x,i,t
vågad,v,å,g,a,d
vågar,v,å,g,a,r
vågig,v,å,g,i,g
vånda,v,å,n,d,a
våran,v,å,r,a,n
våras,v,å,r,a,s
vårta,v,å,r,t,a
väder,v,ä,d,e,r
vädur,v,ä,d,u,r
väger,v,ä,g,e,r
väjer,v,ä,j,e,r
välde,v,ä,l,d,e
välvd,v,ä,l,v,d
vända,v,ä,n,d,a
värde,v,ä,r,d,e
värja,v,ä,r,j,a
värld,v,ä,r,l,d
värme,v,ä,r,m,e
värre,v,ä,r,r,e
värst,v,ä,r,s,t
väsen,v,ä,s,e,n
väser,v,ä,s,e,r
väska,v,ä,s,k,a
väter,v,ä,t,e,r
väver,v,ä,v,e,r
växel,v,ä,x,e,l
växer,v,ä,x,e,r
ymnig,y,m,n,i,g
ympar,y,m,p,a,r
yngel,y,n,g,e,l
yngre,y,n,g,r,e
yngst,y,n,g,s,t
yppar,y,p,p,a,r
yppig,y,p,p,i,g
yrkar,y,r,k,a,r
yrsel,y,r,s,e,l
yster,y,s,t,e,r
ytlig,y,t,l,i,g
ytter,y,t,t,e,r
yttre,y,t,t,r,e
zenit,z,e,n,i,t
åbäke,å,b,ä,k,e
åkeri,å,k,e,r,i
ålder,å,l,d,e,r
ångar,å,n,g,a,r
ånger,å,n,g,e,r
årlig,å,r,l,i,g
årtal,å,r,t,a,l
åsikt,å,s,i,k,t
åskar,å,s,k,a,r
åtrår,å,t,r,å,r
åttio,å,t,t,i,o
äckel,ä,c,k,e,l
ägare,ä,g,a,r,e
ägnar,ä,g,n,a,r
äktar,ä,k,t,a,r
ältar,ä,l,t,a,r
ämnar,ä,m,n,a,r
ängel,ä,n,g,e,l
äpple,ä,p,p,l,e
ärlig,ä,r,l,i,g
ärtig,ä,r,t,i,g
ärver,ä,r,v,e,r
äskar,ä,s,k,a,r
ätbar,ä,t,b,a,r
ätlig,ä,t,l,i,g
ökänd,ö,k,ä,n,d
öland,ö,l,a,n,d
ömkan,ö,m,k,a,n
ömkar,ö,m,k,a,r
ömmar,ö,m,m,a,r
ömsar,ö,m,s,a,r
ömsom,ö,m,s,o,m
öppen,ö,p,p,e,n
örfil,ö,r,f,i,l
öring,ö,r,i,n,g
öster,ö,s,t,e,r
östra,ö,s,t,r,a
övers,ö,v,e,r,s
övrig,ö,v,r,i,g
någon,n,å,g,o,n
svarv,s,v,a,r,v
vurpa,v,u,r,p,a
zebra,z,e,b,r,a
dabba,d,a,b,b,a
